River,Gauge Site,Date,Up Stream,Down Stream
INDUS,Kalabagh,15-Jun-22,90969,87969
INDUS,Chashma,15-Jun-22,111475,104966
INDUS,Taunsa,15-Jun-22,97322,87805
INDUS,Guddu,15-Jun-22,52552,43240
INDUS,Sukkar,15-Jun-22,41890,16510
INDUS,Kotri,15-Jun-22,9914,115
JHELUM,Kotli,15-Jun-22,-,1230
JHELUM,Mangla,15-Jun-22,26000,20315
JHELUM,Rasul,15-Jun-22,17240,15800
CHENAB,Marala,15-Jun-22,31382,21382
CHENAB,Khanki,15-Jun-22,NR,NR
CHENAB,Qadirabad,15-Jun-22,NR,NR
CHENAB,Trimmu,15-Jun-22,15064,Nil
CHENAB,Punjnad,15-Jun-22,2784,Nil
RAVI,Jassar,15-Jun-22,-,4154
RAVI,Shahdara,15-Jun-22,-,284
RAVI,Balloki,15-Jun-22,1400,-
RAVI,Sidhnai,15-Jun-22,8350,-
SUTLEJ,Sulemanki,15-Jun-22,7540,-
SUTLEJ,Islam,15-Jun-22,500,-
INDUS,Kalabagh,15-Jun-22,90969,87969
INDUS,Chashma,15-Jun-22,110242,105142
INDUS,Taunsa,15-Jun-22,97322,87805
INDUS,Guddu,15-Jun-22,52552,43240
INDUS,Sukkar,15-Jun-22,41890,16510
INDUS,Kotri,15-Jun-22,9914,115
JHELUM,Kotli,15-Jun-22,-,1370
JHELUM,Mangla,15-Jun-22,25000,27515
JHELUM,Rasul,15-Jun-22,17240,15800
CHENAB,Marala,15-Jun-22,31382,21382
CHENAB,Khanki,15-Jun-22,NR,NR
CHENAB,Qadirabad,15-Jun-22,NR,NR
CHENAB,Trimmu,15-Jun-22,15064,Nil
CHENAB,Punjnad,15-Jun-22,2784,Nil
RAVI,Jassar,15-Jun-22,-,4154
RAVI,Shahdara,15-Jun-22,-,284
RAVI,Balloki,15-Jun-22,1400,-
RAVI,Sidhnai,15-Jun-22,8350,-
SUTLEJ,Sulemanki,15-Jun-22,7540,-
SUTLEJ,Islam,15-Jun-22,500,-
INDUS,Kalabagh,15-Jun-22,90969,87969
INDUS,Chashma,15-Jun-22,110100,105000
INDUS,Taunsa,15-Jun-22,97322,87805
INDUS,Guddu,15-Jun-22,52552,43240
INDUS,Sukkar,15-Jun-22,41890,16510
INDUS,Kotri,15-Jun-22,9914,115
JHELUM,Kotli,15-Jun-22,-,1230
JHELUM,Mangla,15-Jun-22,20000,28315
JHELUM,Rasul,15-Jun-22,17240,15800
CHENAB,Marala,15-Jun-22,31382,21382
CHENAB,Khanki,15-Jun-22,NR,NR
CHENAB,Qadirabad,15-Jun-22,NR,NR
CHENAB,Trimmu,15-Jun-22,15064,Nil
CHENAB,Punjnad,15-Jun-22,2784,Nil
RAVI,Jassar,15-Jun-22,-,4154
RAVI,Shahdara,15-Jun-22,-,284
RAVI,Balloki,15-Jun-22,1400,-
RAVI,Sidhnai,15-Jun-22,8350,-
SUTLEJ,Sulemanki,15-Jun-22,7540,-
SUTLEJ,Islam,15-Jun-22,500,-
INDUS,Kalabagh,16-Jun-22,90969,87969
INDUS,Chashma,16-Jun-22,109208,104804
INDUS,Taunsa,16-Jun-22,97322,87805
INDUS,Guddu,16-Jun-22,55000,45688
INDUS,Sukkar,16-Jun-22,40890,16250
INDUS,Kotri,16-Jun-22,10034,115
JHELUM,Kotli,16-Jun-22,-,1520
JHELUM,Mangla,16-Jun-22,20000,25015
JHELUM,Rasul,16-Jun-22,17240,15800
CHENAB,Marala,16-Jun-22,31382,21382
CHENAB,Khanki,16-Jun-22,NR,NR
CHENAB,Qadirabad,16-Jun-22,NR,NR
CHENAB,Trimmu,16-Jun-22,15064,Nil
CHENAB,Punjnad,16-Jun-22,2784,Nil
RAVI,Jassar,16-Jun-22,-,4154
RAVI,Shahdara,16-Jun-22,-,284
RAVI,Balloki,16-Jun-22,1400,-
RAVI,Sidhnai,16-Jun-22,8350,-
SUTLEJ,Sulemanki,16-Jun-22,7540,-
SUTLEJ,Islam,16-Jun-22,500,-
INDUS,Kalabagh,16-Jun-22,80342,77342
INDUS,Chashma,16-Jun-22,110044,104944
INDUS,Taunsa,16-Jun-22,97322,87805
INDUS,Guddu,16-Jun-22,55000,45688
INDUS,Sukkar,16-Jun-22,40890,16250
INDUS,Kotri,16-Jun-22,10034,115
JHELUM,Kotli,16-Jun-22,-,1520
JHELUM,Mangla,16-Jun-22,23000,21215
JHELUM,Rasul,16-Jun-22,17240,15800
CHENAB,Marala,16-Jun-22,27092,17192
CHENAB,Khanki,16-Jun-22,19724,14724
CHENAB,Qadirabad,16-Jun-22,14428,-
CHENAB,Trimmu,16-Jun-22,17300,2100
CHENAB,Punjnad,16-Jun-22,2784,-
RAVI,Jassar,16-Jun-22,-,4154
RAVI,Shahdara,16-Jun-22,-,284
RAVI,Balloki,16-Jun-22,NR,14000
RAVI,Sidhnai,16-Jun-22,11300,-
SUTLEJ,Sulemanki,16-Jun-22,7540,-
SUTLEJ,Islam,16-Jun-22,-,435
INDUS,Kalabagh,16-Jun-22,85459,82459
INDUS,Chashma,16-Jun-22,117744,113440
INDUS,Taunsa,16-Jun-22,96066,86668
INDUS,Guddu,16-Jun-22,55000,45688
INDUS,Sukkar,16-Jun-22,40890,16250
INDUS,Kotri,16-Jun-22,10034,115
JHELUM,Kotli,16-Jun-22,-,1680
JHELUM,Mangla,16-Jun-22,27000,21215
JHELUM,Rasul,16-Jun-22,13335,11895
CHENAB,Marala,16-Jun-22,31282,21382
CHENAB,Khanki,16-Jun-22,21737,16737
CHENAB,Qadirabad,16-Jun-22,14428,NIL
CHENAB,Trimmu,16-Jun-22,17300,2100
CHENAB,Punjnad,16-Jun-22,2784,NIL
RAVI,Jassar,16-Jun-22,-,4154
RAVI,Shahdara,16-Jun-22,-,283
RAVI,Balloki,16-Jun-22,14000,NIL
RAVI,Sidhnai,16-Jun-22,11300,NIL
SUTLEJ,Sulemanki,16-Jun-22,6695,NIL
SUTLEJ,Islam,16-Jun-22,435,NIL
INDUS,Kalabagh,16-Jun-22,111776,108476
INDUS,Chashma,16-Jun-22,116724,113020
INDUS,Taunsa,16-Jun-22,96066,86668
INDUS,Guddu,16-Jun-22,55000,45688
INDUS,Sukkar,16-Jun-22,40890,16250
INDUS,Kotri,16-Jun-22,10034,115
JHELUM,Kotli,16-Jun-22,-,2020
JHELUM,Mangla,16-Jun-22,NR,NR
JHELUM,Rasul,16-Jun-22,13335,11895
CHENAB,Marala,16-Jun-22,39662,29762
CHENAB,Khanki,16-Jun-22,25817,20817
CHENAB,Qadirabad,16-Jun-22,15520,NIL
CHENAB,Trimmu,16-Jun-22,16606,1406
CHENAB,Punjnad,16-Jun-22,2919,NIL
RAVI,Jassar,16-Jun-22,-,4154
RAVI,Shahdara,16-Jun-22,-,284
RAVI,Balloki,16-Jun-22,13000,NIL
RAVI,Sidhnai,16-Jun-22,11000,NIL
SUTLEJ,Sulemanki,16-Jun-22,6695,NIL
SUTLEJ,Islam,16-Jun-22,435,NIL
INDUS,Kalabagh,17-Jun-22,90079,86079
INDUS,Chashma,17-Jun-22,103658,99558
INDUS,Taunsa,17-Jun-22,96066,86668
INDUS,Guddu,17-Jun-22,57354,47832
INDUS,Sukkar,17-Jun-22,40890,16250
INDUS,Kotri,17-Jun-22,10034,115
JHELUM,Kotli,17-Jun-22,-,2600
JHELUM,Mangla,17-Jun-22,29000,22315
JHELUM,Rasul,17-Jun-22,13335,11895
CHENAB,Marala,17-Jun-22,35472,25572
CHENAB,Khanki,17-Jun-22,25817,20817
CHENAB,Qadirabad,17-Jun-22,16870,NIL
CHENAB,Trimmu,17-Jun-22,16606,1406
CHENAB,Punjnad,17-Jun-22,3331,NIL
RAVI,Jassar,17-Jun-22,-,4154
RAVI,Shahdara,17-Jun-22,-,284
RAVI,Balloki,17-Jun-22,12500,NIL
RAVI,Sidhnai,17-Jun-22,11000,NIL
SUTLEJ,Sulemanki,17-Jun-22,6402,NIL
SUTLEJ,Islam,17-Jun-22,435,NIL
INDUS,Kalabagh,17-Jun-22,75933,71763
INDUS,Chashma,17-Jun-22,115232,109936
INDUS,Taunsa,17-Jun-22,96066,86668
INDUS,Guddu,17-Jun-22,59584,49957
INDUS,Sukkar,17-Jun-22,40890,16250
INDUS,Kotri,17-Jun-22,10034,115
JHELUM,Kotli,17-Jun-22,,2820
JHELUM,Mangla,17-Jun-22,29000,22615
JHELUM,Rasul,17-Jun-22,9430,7990
CHENAB,Marala,17-Jun-22,35472,25572
CHENAB,Khanki,17-Jun-22,29860,24860
CHENAB,Qadirabad,17-Jun-22,18895,Nil
CHENAB,Trimmu,17-Jun-22,16606,1406
CHENAB,Punjnad,17-Jun-22,3528,Nil
RAVI,Jassar,17-Jun-22,-,3901
RAVI,Shahdara,17-Jun-22,-,284
RAVI,Balloki,17-Jun-22,12500,Nil
RAVI,Sidhnai,17-Jun-22,11000,Nil
SUTLEJ,Sulemanki,17-Jun-22,6402,Nil
SUTLEJ,Islam,17-Jun-22,435,Nil
INDUS,Kalabagh,17-Jun-22,102980,98480
INDUS,Chashma,17-Jun-22,115317,110217
INDUS,Taunsa,17-Jun-22,96066,86668
INDUS,Guddu,17-Jun-22,59584,49957
INDUS,Sukkar,17-Jun-22,40890,16250
INDUS,Kotri,17-Jun-22,10034,115
JHELUM,Kotli,17-Jun-22,-,2600
JHELUM,Mangla,17-Jun-22,28000,27215
JHELUM,Rasul,17-Jun-22,6781,5341
CHENAB,Marala,17-Jun-22,31282,21382
CHENAB,Khanki,17-Jun-22,29860,24860
CHENAB,Qadirabad,17-Jun-22,24369,2774
CHENAB,Trimmu,17-Jun-22,16606,1406
CHENAB,Punjnad,17-Jun-22,3528,NIL
RAVI,Jassar,17-Jun-22,-,3901
RAVI,Shahdara,17-Jun-22,-,284
RAVI,Balloki,17-Jun-22,12500,NIL
RAVI,Sidhnai,17-Jun-22,11000,NIL
SUTLEJ,Sulemanki,17-Jun-22,6402,NIL
SUTLEJ,Islam,17-Jun-22,435,NIL
INDUS,Kalabagh,17-Jun-22,83614,79114
INDUS,Chashma,17-Jun-22,114105,109901
INDUS,Taunsa,17-Jun-22,96066,86668
INDUS,Guddu,17-Jun-22,59584,49957
INDUS,Sukkar,17-Jun-22,40890,16250
INDUS,Kotri,17-Jun-22,10034,115
JHELUM,Kotli,17-Jun-22,-,2400
JHELUM,Mangla,17-Jun-22,30000,29215
JHELUM,Rasul,17-Jun-22,13335,11895
CHENAB,Marala,17-Jun-22,35522,25572
CHENAB,Khanki,17-Jun-22,29860,24860
CHENAB,Qadirabad,17-Jun-22,27419,5419
CHENAB,Trimmu,17-Jun-22,16006,1406
CHENAB,Punjnad,17-Jun-22,3528,NIL
RAVI,Jassar,17-Jun-22,-,3901
RAVI,Shahdara,17-Jun-22,-,284
RAVI,Balloki,17-Jun-22,14500,NIL
RAVI,Sidhnai,17-Jun-22,11300,NIL
SUTLEJ,Sulemanki,17-Jun-22,6402,NIL
SUTLEJ,Islam,17-Jun-22,435,NIL
INDUS,Kalabagh,18-Jun-22,83614,79114
INDUS,Chashma,18-Jun-22,113578,109078
INDUS,Taunsa,18-Jun-22,96066,86668
INDUS,Guddu,18-Jun-22,65520,55276
INDUS,Sukkar,18-Jun-22,42070,16550
INDUS,Kotri,18-Jun-22,10274,115
JHELUM,Kotli,18-Jun-22,-,2200
JHELUM,Mangla,18-Jun-22,,
JHELUM,Rasul,18-Jun-22,13335,11895
CHENAB,Marala,18-Jun-22,35522,25572
CHENAB,Khanki,18-Jun-22,29860,24860
CHENAB,Qadirabad,18-Jun-22,27419,5419
CHENAB,Trimmu,18-Jun-22,16006,1406
CHENAB,Punjnad,18-Jun-22,3525,Nil
RAVI,Jassar,18-Jun-22,-,3901
RAVI,Shahdara,18-Jun-22,-,284
RAVI,Balloki,18-Jun-22,14500,Nil
RAVI,Sidhnai,18-Jun-22,11300,Nil
SUTLEJ,Sulemanki,18-Jun-22,6204,NIL
SUTLEJ,Islam,18-Jun-22,435,NIL
INDUS,Kalabagh,18-Jun-22,103035,98535
INDUS,Chashma,18-Jun-22,115716,110020
INDUS,Taunsa,18-Jun-22,96066,86668
INDUS,Guddu,18-Jun-22,68211,58075
INDUS,Sukkar,18-Jun-22,42070,16550
INDUS,Kotri,18-Jun-22,10274,115
JHELUM,Kotli,18-Jun-22,-,2020
JHELUM,Mangla,18-Jun-22,29000,27015
JHELUM,Rasul,18-Jun-22,17240,15800
CHENAB,Marala,18-Jun-22,35522,25572
CHENAB,Khanki,18-Jun-22,27870,22870
CHENAB,Qadirabad,18-Jun-22,27419,5419
CHENAB,Trimmu,18-Jun-22,14221,NIL
CHENAB,Punjnad,18-Jun-22,3528,NIL
RAVI,Jassar,18-Jun-22,-,4154
RAVI,Shahdara,18-Jun-22,-,392
RAVI,Balloki,18-Jun-22,16200,NIL
RAVI,Sidhnai,18-Jun-22,11300,NIL
SUTLEJ,Sulemanki,18-Jun-22,6204,NIL
SUTLEJ,Islam,18-Jun-22,435,NIL
INDUS,Kalabagh,18-Jun-22,116530,112030
INDUS,Chashma,18-Jun-22,127609,124001
INDUS,Taunsa,18-Jun-22,103663,93544
INDUS,Guddu,18-Jun-22,68211,58075
INDUS,Sukkar,18-Jun-22,43070,17000
INDUS,Kotri,18-Jun-22,10274,115
JHELUM,Kotli,18-Jun-22,-,2400
JHELUM,Mangla,18-Jun-22,33000,24715
JHELUM,Rasul,18-Jun-22,21453,19705
CHENAB,Marala,18-Jun-22,35522,25572
CHENAB,Khanki,18-Jun-22,31796,26796
CHENAB,Qadirabad,18-Jun-22,27419,5419
CHENAB,Trimmu,18-Jun-22,14153,2100
CHENAB,Punjnad,18-Jun-22,4158,NIL
RAVI,Jassar,18-Jun-22,-,4154
RAVI,Shahdara,18-Jun-22,-,392
RAVI,Balloki,18-Jun-22,16400,NIL
RAVI,Sidhnai,18-Jun-22,11600,NIL
SUTLEJ,Sulemanki,18-Jun-22,6823,NIL
SUTLEJ,Islam,18-Jun-22,435,NIL
INDUS,Kalabagh,18-Jun-22,116530,112030
INDUS,Chashma,18-Jun-22,128669,124469
INDUS,Taunsa,18-Jun-22,103663,93544
INDUS,Guddu,18-Jun-22,68211,58075
INDUS,Sukkar,18-Jun-22,43070,17000
INDUS,Kotri,18-Jun-22,10274,115
JHELUM,Kotli,18-Jun-22,-,4590
JHELUM,Mangla,18-Jun-22,35000,24715
JHELUM,Rasul,18-Jun-22,17548,15800
CHENAB,Marala,18-Jun-22,31332,21382
CHENAB,Khanki,18-Jun-22,29860,24860
CHENAB,Qadirabad,18-Jun-22,24774,2774
CHENAB,Trimmu,18-Jun-22,14153,2100
CHENAB,Punjnad,18-Jun-22,4158,NIL
RAVI,Jassar,18-Jun-22,-,4154
RAVI,Shahdara,18-Jun-22,-,392
RAVI,Balloki,18-Jun-22,16400,NIL
RAVI,Sidhnai,18-Jun-22,10000,NIL
SUTLEJ,Sulemanki,18-Jun-22,6823,NIL
SUTLEJ,Islam,18-Jun-22,435,NIL
INDUS,Kalabagh,19-Jun-22,120915,116415
INDUS,Chashma,19-Jun-22,101607,125915
INDUS,Taunsa,19-Jun-22,97253,87742
INDUS,Guddu,19-Jun-22,66902,56766
INDUS,Sukkar,19-Jun-22,45995,17520
INDUS,Kotri,19-Jun-22,10514,115
JHELUM,Kotli,19-Jun-22,-,4030
JHELUM,Mangla,19-Jun-22,30000,24715
JHELUM,Rasul,19-Jun-22,21453,19705
CHENAB,Marala,19-Jun-22,39712,29762
CHENAB,Khanki,19-Jun-22,29860,24860
CHENAB,Qadirabad,19-Jun-22,24774,2774
CHENAB,Trimmu,19-Jun-22,13374,2100
CHENAB,Punjnad,19-Jun-22,4309,NIL
RAVI,Jassar,19-Jun-22,-,4154
RAVI,Shahdara,19-Jun-22,-,392
RAVI,Balloki,19-Jun-22,17800,NIL
RAVI,Sidhnai,19-Jun-22,9000,NIL
SUTLEJ,Sulemanki,19-Jun-22,8505,NIL
SUTLEJ,Islam,19-Jun-22,435,NIL
INDUS,Kalabagh,19-Jun-22,133918,129418
INDUS,Chashma,19-Jun-22,125864,119355
INDUS,Taunsa,19-Jun-22,125291,110242
INDUS,Guddu,19-Jun-22,66902,56766
INDUS,Sukkar,19-Jun-22,45995,17520
INDUS,Kotri,19-Jun-22,11640,115
JHELUM,Kotli,19-Jun-22,-,3510
JHELUM,Mangla,19-Jun-22,44000,24715
JHELUM,Rasul,19-Jun-22,17548,15800
CHENAB,Marala,19-Jun-22,60737,50787
CHENAB,Khanki,19-Jun-22,25817,20817
CHENAB,Qadirabad,19-Jun-22,24774,2774
CHENAB,Trimmu,19-Jun-22,13000,NIL
CHENAB,Punjnad,19-Jun-22,4309,NIL
RAVI,Jassar,19-Jun-22,-,3901
RAVI,Shahdara,19-Jun-22,-,392
RAVI,Balloki,19-Jun-22,17800,NIL
RAVI,Sidhnai,19-Jun-22,7900,NIL
SUTLEJ,Sulemanki,19-Jun-22,8505,NIL
SUTLEJ,Islam,19-Jun-22,435,NIL
INDUS,Kalabagh,19-Jun-22,120199,115699
INDUS,Chashma,19-Jun-22,126980,120052
INDUS,Taunsa,19-Jun-22,106150,93360
INDUS,Guddu,19-Jun-22,66902,56766
INDUS,Sukkar,19-Jun-22,48590,18470
INDUS,Kotri,19-Jun-22,11640,115
JHELUM,Kotli,19-Jun-22,-,3270
JHELUM,Mangla,19-Jun-22,41000,29315
JHELUM,Rasul,19-Jun-22,13643,11895
CHENAB,Marala,19-Jun-22,39712,29762
CHENAB,Khanki,19-Jun-22,31801,26801
CHENAB,Qadirabad,19-Jun-22,24774,2774
CHENAB,Trimmu,19-Jun-22,13000,NIL
CHENAB,Punjnad,19-Jun-22,4309,NIL
RAVI,Jassar,19-Jun-22,-,3901
RAVI,Shahdara,19-Jun-22,-,392
RAVI,Balloki,19-Jun-22,19000,NIL
RAVI,Sidhnai,19-Jun-22,7600,NIL
SUTLEJ,Sulemanki,19-Jun-22,9228,NIL
SUTLEJ,Islam,19-Jun-22,435,NIL
INDUS,Kalabagh,19-Jun-22,103575,99075
INDUS,Chashma,19-Jun-22,126285,120166
INDUS,Taunsa,19-Jun-22,106150,93360
INDUS,Guddu,19-Jun-22,66902,56766
INDUS,Sukkar,19-Jun-22,48565,18470
INDUS,Kotri,19-Jun-22,11640,115
JHELUM,Kotli,19-Jun-22,-,3270
JHELUM,Mangla,19-Jun-22,32000,29315
JHELUM,Rasul,19-Jun-22,17548,15800
CHENAB,Marala,19-Jun-22,39712,29762
CHENAB,Khanki,19-Jun-22,40296,35296
CHENAB,Qadirabad,19-Jun-22,27419,5419
CHENAB,Trimmu,19-Jun-22,13000,NIL
CHENAB,Punjnad,19-Jun-22,4309,NIL
RAVI,Jassar,19-Jun-22,-,3901
RAVI,Shahdara,19-Jun-22,-,392
RAVI,Balloki,19-Jun-22,19000,NIL
RAVI,Sidhnai,19-Jun-22,7900,NIL
SUTLEJ,Sulemanki,19-Jun-22,9228,NIL
SUTLEJ,Islam,19-Jun-22,Nil,NIL
INDUS,Kalabagh,20-Jun-22,80591,76091
INDUS,Chashma,20-Jun-22,125050,119950
INDUS,Taunsa,20-Jun-22,99969,87908
INDUS,Guddu,20-Jun-22,70353,60217
INDUS,Sukkar,20-Jun-22,52810,19530
INDUS,Kotri,20-Jun-22,11405,120
JHELUM,Kotli,20-Jun-22,-,3770
JHELUM,Mangla,20-Jun-22,30000,29315
JHELUM,Rasul,20-Jun-22,17548,15800
CHENAB,Marala,20-Jun-22,35522,25572
CHENAB,Khanki,20-Jun-22,40296,35296
CHENAB,Qadirabad,20-Jun-22,27419,5419
CHENAB,Trimmu,20-Jun-22,15789,2789
CHENAB,Punjnad,20-Jun-22,4480,NIL
RAVI,Jassar,20-Jun-22,-,3901
RAVI,Shahdara,20-Jun-22,-,284
RAVI,Balloki,20-Jun-22,19000,NIL
RAVI,Sidhnai,20-Jun-22,8700,NIL
SUTLEJ,Sulemanki,20-Jun-22,9201,NIL
SUTLEJ,Islam,20-Jun-22,300,NIL
INDUS,Kalabagh,20-Jun-22,123191,118691
INDUS,Chashma,20-Jun-22,124045,119964
INDUS,Taunsa,20-Jun-22,99969,87908
INDUS,Guddu,20-Jun-22,70460,60324
INDUS,Sukkar,20-Jun-22,52810,19530
INDUS,Kotri,20-Jun-22,12175,120
JHELUM,Kotli,20-Jun-22,-,4030
JHELUM,Mangla,20-Jun-22,30000,29315
JHELUM,Rasul,20-Jun-22,17548,15800
CHENAB,Marala,20-Jun-22,35522,25572
CHENAB,Khanki,20-Jun-22,40296,35296
CHENAB,Qadirabad,20-Jun-22,36496,14496
CHENAB,Trimmu,20-Jun-22,15789,2789
CHENAB,Punjnad,20-Jun-22,4480,Nil
RAVI,Jassar,20-Jun-22,-,4154
RAVI,Shahdara,20-Jun-22,-,284
RAVI,Balloki,20-Jun-22,19000,Nil
RAVI,Sidhnai,20-Jun-22,9000,Nil
SUTLEJ,Sulemanki,20-Jun-22,9201,Nil
SUTLEJ,Islam,20-Jun-22,300,Nil
INDUS,Kalabagh,20-Jun-22,113007,108252
INDUS,Chashma,20-Jun-22,180549,177900
INDUS,Taunsa,20-Jun-22,99969,87908
INDUS,Guddu,20-Jun-22,70650,60514
INDUS,Sukkar,20-Jun-22,52810,19530
INDUS,Kotri,20-Jun-22,12055,120
JHELUM,Kotli,20-Jun-22,-,3770
JHELUM,Mangla,20-Jun-22,27000,28545
JHELUM,Rasul,20-Jun-22,21453,19705
CHENAB,Marala,20-Jun-22,27142,17192
CHENAB,Khanki,20-Jun-22,36072,31072
CHENAB,Qadirabad,20-Jun-22,36496,14496
CHENAB,Trimmu,20-Jun-22,15100,2100
CHENAB,Punjnad,20-Jun-22,5030,Nil
RAVI,Jassar,20-Jun-22,-,4154
RAVI,Shahdara,20-Jun-22,-,284
RAVI,Balloki,20-Jun-22,19000,Nil
RAVI,Sidhnai,20-Jun-22,9400,Nil
SUTLEJ,Sulemanki,20-Jun-22,10309,Nil
SUTLEJ,Islam,20-Jun-22,300,Nil
INDUS,Kalabagh,20-Jun-22,122777,117777
INDUS,Chashma,20-Jun-22,171007,168653
INDUS,Taunsa,20-Jun-22,104639,92027
INDUS,Guddu,20-Jun-22,70650,60514
INDUS,Sukkar,20-Jun-22,52810,19530
INDUS,Kotri,20-Jun-22,11730,115
JHELUM,Kotli,20-Jun-22,-,3270
JHELUM,Mangla,20-Jun-22,30000,29215
JHELUM,Rasul,20-Jun-22,21453,19705
CHENAB,Marala,20-Jun-22,31332,21382
CHENAB,Khanki,20-Jun-22,31796,26796
CHENAB,Qadirabad,20-Jun-22,26786,4786
CHENAB,Trimmu,20-Jun-22,13312,Nil
CHENAB,Punjnad,20-Jun-22,5480,Nil
RAVI,Jassar,20-Jun-22,-,4154
RAVI,Shahdara,20-Jun-22,-,284
RAVI,Balloki,20-Jun-22,19100,Nil
RAVI,Sidhnai,20-Jun-22,9400,Nil
SUTLEJ,Sulemanki,20-Jun-22,10309,Nil
SUTLEJ,Islam,20-Jun-22,300,Nil
INDUS,Kalabagh,21-Jun-22,129148,123808
INDUS,Chashma,21-Jun-22,174273,168873
INDUS,Taunsa,21-Jun-22,104639,92027
INDUS,Guddu,21-Jun-22,71819,61683
INDUS,Sukkar,21-Jun-22,58750,24030
INDUS,Kotri,21-Jun-22,11430,115
JHELUM,Kotli,21-Jun-22,-,2820
JHELUM,Mangla,21-Jun-22,32000,29215
JHELUM,Rasul,21-Jun-22,21453,19705
CHENAB,Marala,21-Jun-22,31332,21382
CHENAB,Khanki,21-Jun-22,23720,18720
CHENAB,Qadirabad,21-Jun-22,26786,4786
CHENAB,Trimmu,21-Jun-22,14505,Nil
CHENAB,Punjnad,21-Jun-22,5970,Nil
RAVI,Jassar,21-Jun-22,-,4154
RAVI,Shahdara,21-Jun-22,-,392
RAVI,Balloki,21-Jun-22,19600,NIL
RAVI,Sidhnai,21-Jun-22,9400,Nil
SUTLEJ,Sulemanki,21-Jun-22,10642,631
SUTLEJ,Islam,21-Jun-22,300,Nil
INDUS,Kalabagh,21-Jun-22,131698,125933
INDUS,Chashma,21-Jun-22,154852,148948
INDUS,Taunsa,21-Jun-22,104639,92027
INDUS,Guddu,21-Jun-22,74182,63020
INDUS,Sukkar,21-Jun-22,58750,24030
INDUS,Kotri,21-Jun-22,11710,115
JHELUM,Kotli,21-Jun-22,-,14990
JHELUM,Mangla,21-Jun-22,30000,29115
JHELUM,Rasul,21-Jun-22,17548,15800
CHENAB,Marala,21-Jun-22,27142,17192
CHENAB,Khanki,21-Jun-22,21737,16737
CHENAB,Qadirabad,21-Jun-22,24156,2156
CHENAB,Trimmu,21-Jun-22,13069,NIL
CHENAB,Punjnad,21-Jun-22,6385,NIL
RAVI,Jassar,21-Jun-22,-,3901
RAVI,Shahdara,21-Jun-22,-,392
RAVI,Balloki,21-Jun-22,19600,NIL
RAVI,Sidhnai,21-Jun-22,10400,NIL
SUTLEJ,Sulemanki,21-Jun-22,10642,631
SUTLEJ,Islam,21-Jun-22,300,NIL
INDUS,Kalabagh,21-Jun-22,125989,119989
INDUS,Chashma,21-Jun-22,155384,149080
INDUS,Taunsa,21-Jun-22,113675,99997
INDUS,Guddu,21-Jun-22,75425,63763
INDUS,Sukkar,21-Jun-22,58750,24030
INDUS,Kotri,21-Jun-22,11810,115
JHELUM,Kotli,21-Jun-22,-,6160
JHELUM,Mangla,21-Jun-22,31000,28515
JHELUM,Rasul,21-Jun-22,21453,19705
CHENAB,Marala,21-Jun-22,22902,13002
CHENAB,Khanki,21-Jun-22,25817,20817
CHENAB,Qadirabad,21-Jun-22,22000,NIL
CHENAB,Trimmu,21-Jun-22,12769,NIL
CHENAB,Punjnad,21-Jun-22,6385,NIL
RAVI,Jassar,21-Jun-22,-,3901
RAVI,Shahdara,21-Jun-22,-,392
RAVI,Balloki,21-Jun-22,19600,NIL
RAVI,Sidhnai,21-Jun-22,10400,NIL
SUTLEJ,Sulemanki,21-Jun-22,9807,Nil
SUTLEJ,Islam,21-Jun-22,300,Nil
INDUS,Kalabagh,21-Jun-22,105651,100151
INDUS,Chashma,21-Jun-22,155930,149007
INDUS,Taunsa,21-Jun-22,113675,99997
INDUS,Guddu,21-Jun-22,75425,63763
INDUS,Sukkar,21-Jun-22,58750,24030
INDUS,Kotri,21-Jun-22,11910,115
JHELUM,Kotli,21-Jun-22,-,12050
JHELUM,Mangla,21-Jun-22,32000,29215
JHELUM,Rasul,21-Jun-22,21453,19705
CHENAB,Marala,21-Jun-22,27042,17192
CHENAB,Khanki,21-Jun-22,23720,18720
CHENAB,Qadirabad,21-Jun-22,22000,NIL
CHENAB,Trimmu,21-Jun-22,12532,NIL
CHENAB,Punjnad,21-Jun-22,6385,NIL
RAVI,Jassar,21-Jun-22,-,3901
RAVI,Shahdara,21-Jun-22,-,392
RAVI,Balloki,21-Jun-22,19600,NIL
RAVI,Sidhnai,21-Jun-22,10400,NIL
SUTLEJ,Sulemanki,21-Jun-22,9807,Nil
SUTLEJ,Islam,21-Jun-22,300,Nil
INDUS,Kalabagh,22-Jun-22,70355,65455
INDUS,Chashma,22-Jun-22,153761,148561
INDUS,Taunsa,22-Jun-22,112425,100015
INDUS,Guddu,22-Jun-22,78588,66726
INDUS,Sukkar,22-Jun-22,59767,25047
INDUS,Kotri,22-Jun-22,11910,115
JHELUM,Kotli,22-Jun-22,-,10130
JHELUM,Mangla,22-Jun-22,32000,29215
JHELUM,Rasul,22-Jun-22,21453,19705
CHENAB,Marala,22-Jun-22,27042,17192
CHENAB,Khanki,22-Jun-22,17390,12390
CHENAB,Qadirabad,22-Jun-22,22000,NIL
CHENAB,Trimmu,22-Jun-22,11615,NIL
CHENAB,Punjnad,22-Jun-22,6385,NIL
RAVI,Jassar,22-Jun-22,-,3901
RAVI,Shahdara,22-Jun-22,-,499
